Subject,Label,sd_1.EMG1,sd_2.EMG1,sd_3.EMG1,sd_1.EMG2,sd_2.EMG2,sd_3.EMG2,sd_1.EMG3,sd_2.EMG3,sd_3.EMG3,sd_1.EMG4,sd_2.EMG4,sd_3.EMG4,sd_1.ACCupperX,sd_2.ACCupperX,sd_3.ACCupperX,sd_1.ACCupperY,sd_2.ACCupperY,sd_3.ACCupperY,sd_1.ACCupperZ,sd_2.ACCupperZ,sd_3.ACCupperZ,sd_1.ACClowerX,sd_2.ACClowerX,sd_3.ACClowerX,sd_1.GoniometerY,sd_2.GoniometerY,sd_3.GoniometerY,sd_1.Goniometer,sd_2.Goniometer,sd_3.Goniometer,sd_1.GyroupperX,sd_2.GyroupperX,sd_3.GyroupperX,sd_1.GyroupperY,sd_2.GyroupperY,sd_3.GyroupperY,sd_1.GyroupperZ,sd_2.GyroupperZ,sd_3.GyroupperZ,sd_1.GyrolowerX,sd_2.GyrolowerX,sd_3.GyrolowerX,sd_1.GyrolowerY,sd_2.GyrolowerY,sd_3.GyrolowerY,sd_1.GyrolowerZ,sd_2.GyrolowerZ,sd_3.GyrolowerZ,sd_1.Airborne,sd_2.Airborne,sd_3.Airborne
Subject18,curve-left-step,966.6050453,906.1655831,678.0452947,1202.595285,1218.701339,1078.897424,605.1366581,542.9576509,566.55949,825.9568869,832.09379,768.6314692,929.1899589,1349.056901,1049.758989,1244.483133,1427.976812,1051.577299,1685.406892,1975.159717,1590.698185,985.8219462,1040.614078,1059.074241,2171.054293,2341.352042,2317.115066,558.9718731,501.6128423,591.7226148,3524.508869,4200.954223,3218.016771,9881.111832,15361.03481,13110.31933,7079.960484,10058.01333,8490.964382,6177.129084,7263.331163,4862.494444,7045.604396,10871.36956,9701.437265,14464.69965,15247.28876,13450.8376,1726.700036,2645.60517,1728.227058
Subject18,run,1060.311782,2389.215147,2823.887042,3422.970413,3026.602943,4038.087449,891.2642037,1513.710212,1371.067202,1822.880261,2196.834996,1542.843871,1301.966922,2261.831636,3063.012382,1754.907438,5174.534095,4458.453578,2972.592689,6523.761042,5642.674712,1178.930671,2429.902505,2426.340585,2083.947549,2110.532387,2145.891586,525.6125317,659.1022964,844.688299,4644.501626,11583.69076,10013.59263,12781.32006,21535.67172,18278.29304,9990.514312,18598.47363,14887.02487,7420.441255,13146.85556,12653.74506,9912.47962,17631.90302,14344.44586,13623.88301,20578.0156,18072.51917,6187.828766,7820.924348,6982.384458
Subject18,run,911.3079312,3507.513649,2244.029691,1659.539886,2812.29957,3201.325524,913.323607,1709.016243,1437.971855,1409.120819,1676.480975,2454.543715,1151.034915,2284.626274,2222.055178,1303.942639,4672.055919,3009.362422,2016.566555,5124.65531,4799.377775,1230.807621,1843.318264,1895.429353,2541.288144,2056.070903,2111.423758,591.963793,528.3003194,625.7049725,3465.825855,12010.06191,6974.12863,10855.31977,19335.62659,19573.60391,8555.522388,16648.3746,13597.29216,3545.188576,14761.97281,9220.371921,8749.806977,16436.92856,16120.79135,11215.57676,20808.80912,17427.13945,6349.075823,7267.540042,4283.779087
Subject18,stair-down,2127.584456,1492.372551,4367.335982,2453.341401,2064.747236,5939.578076,2284.762239,1390.77073,2453.515932,2192.061225,1785.679396,4790.292029,909.7600426,1429.284312,1918.312637,2166.339167,3416.242184,3131.216699,1929.958914,3280.839677,3381.807932,1321.771027,1677.258915,1979.309378,2324.635513,1921.307257,2458.786004,869.0736912,868.9915757,816.8102945,2675.208419,4203.048993,5443.469022,10301.74386,15657.23309,15221.24734,7390.139951,7982.642341,8549.671938,6498.653767,6942.989369,6154.153855,6589.096891,9454.70319,10491.78565,13944.36782,15108.53802,15541.97698,2940.769845,3077.686503,3868.148482
Subject18,stand-to-sit,1289.549608,2879.807331,87.28918636,296.6504957,4518.540821,1537.608434,1100.236916,357.296214,84.75142149,2453.193904,3524.239011,177.4402121,393.5752452,504.3694877,29.17442911,166.4989268,612.6799343,150.800078,1169.267765,819.0867933,70.97142869,354.6783441,347.8190046,39.43151169,1626.641311,1625.00306,56.88364518,438.3358483,360.5330318,112.9508103,504.1050923,1580.900572,350.020541,3318.166414,2214.479751,591.4787679,3162.145456,4570.471456,1073.767489,1481.893618,1914.600798,1381.471568,1725.307627,3424.795277,1300.826971,2010.550467,2107.221385,1195.294657,963.8760032,978.7460753,1599.551839
Subject18,stand,110.2375176,102.3592435,95.76149692,248.5920917,336.7011308,324.7105174,278.1063413,363.7748653,345.508588,552.4990611,684.6981181,641.2618495,33.06636377,36.49791988,31.78348984,27.85852538,29.50254298,23.782878,46.12765839,45.00182153,39.33573682,33.58155898,46.29306994,42.34729353,15.8202256,17.93907125,16.93015572,38.15567912,36.18502258,28.45230192,2.433387022,2.474087326,2.378581976,241.9650965,236.288233,256.5002153,143.0808483,155.2747015,147.7597919,1303.585101,1194.130822,1293.184693,915.5670181,1044.004095,1058.775435,1151.912868,1005.052842,1072.630654,967.839373,881.6467417,1364.185456
Subject18,v-cut-left-Lfirst,3593.297269,1057.961039,494.1225713,4064.230616,1730.980374,1615.487881,1259.036284,1340.406229,572.7838826,3154.207031,956.0823703,805.6348845,1573.938399,2781.396321,1867.932101,2466.38964,3081.133441,1448.450727,3555.009685,4349.24137,961.4746265,1700.834237,2831.73157,1853.243845,2385.396444,1839.17203,220.8824319,372.6501063,492.741304,94.22433167,3206.473366,7197.197471,5388.255175,12167.90262,21197.86247,10277.16246,13228.00656,13501.83483,4049.136729,2884.063492,9451.993479,4410.170985,9076.846022,14854.51185,8064.681212,7321.776184,18535.13464,4821.923726,2499.44295,6262.535024,1648.012455
Subject18,curve-left-step,738.807979,779.4615393,457.1481761,1168.261792,972.3755651,940.8161467,484.4244745,433.1339976,542.0986834,806.2356095,654.9231432,913.3956389,1004.480724,1231.779095,1002.123285,1286.10978,1223.310324,943.9248998,1627.325209,1801.522701,1185.450771,929.3877341,964.6229324,952.4419084,2395.364983,2237.588032,2103.770512,592.1543633,511.0140162,569.3284051,3976.400333,5020.249713,3638.960223,9984.320688,14059.5263,13128.03687,7703.651267,9017.920675,8115.385415,7919.081874,7174.412098,4470.902153,7585.708702,9376.900312,9171.164794,14845.67326,15022.07933,11317.08444,1949.503522,1659.791317,1401.389171
Subject18,sit,36.62141949,36.76699905,36.06093913,109.4006577,110.2829266,110.9469493,76.36932511,74.29335513,75.43320604,56.39845596,57.701133,57.6952177,41.95555544,18.60521349,13.55699611,28.63421683,18.38792227,15.50775215,23.02555008,17.3418445,18.4178826,28.60342778,17.59627492,12.18615005,60.67440435,63.99809709,55.41414668,87.01423742,85.22851092,83.41666367,202.3493337,203.497176,200.8756603,169.3225725,44.64121383,34.18117541,117.7531207,116.0533131,112.4722906,1273.746712,1109.759052,1266.415005,976.9778018,1034.280116,960.0945725,1156.68242,1172.486716,1115.758928,1248.547969,971.0189194,958.8683549
Subject18,curve-right-spin-Rfirst,265.0204005,547.9578927,400.6101551,475.0195382,511.1554372,356.2147922,177.818771,180.7861543,401.8357704,287.7622886,174.2834853,176.0893838,743.7237535,672.0780997,378.2780094,359.2602356,534.9302889,149.0312008,858.514593,919.2717165,380.7184511,864.3661078,409.7401355,298.3113763,903.0969999,352.9987742,65.40292308,87.70716158,125.9704942,125.5591927,1574.39877,2231.344235,866.2105614,5702.532824,6471.302699,3186.067481,5072.043288,2289.812875,938.8539238,2825.201049,1892.412018,1584.370607,4726.054644,5981.571569,2569.954948,3671.029113,2765.335376,1392.585011,1033.11333,1678.584489,1124.116428
Subject18,stand-to-sit,991.7845722,2668.802724,57.22675973,465.1176059,3140.338908,145.4350866,1174.186731,1367.949458,77.11199824,681.4185524,3062.314429,62.13103066,362.7099331,660.7366271,37.56545326,257.1556936,706.5784033,44.51647139,1477.780328,507.592239,26.33725321,429.3741188,411.653793,29.76950703,2508.939789,652.6593498,57.08573826,592.1588568,360.6052432,91.6059574,2304.124249,983.0685211,217.2549243,2853.84917,3522.138004,368.3627869,3088.301708,3836.916135,699.5594662,1513.025197,2300.548481,1164.013442,2358.577405,2812.002926,927.8905689,1604.085877,1859.995478,1060.903315,1008.934439,932.8547243,1509.814865
Subject18,stand-to-sit,1782.423277,3109.395073,73.60463765,300.8260689,3646.903845,179.1555023,1344.478268,1069.207814,84.20430769,2134.73364,3422.96421,72.71452661,592.4944143,827.1761083,192.1181551,320.3530271,642.8742509,99.11902573,1254.373905,317.1220499,83.74837503,522.1527553,521.7929822,119.3179687,2577.879058,330.338797,66.67386625,504.0104848,217.7776788,85.66581089,2326.628171,1076.785205,299.1236146,4308.081141,3986.516251,951.6841527,2704.396506,3235.693711,932.2380874,1922.799898,2794.004052,1561.921805,3927.153838,2456.205535,1073.719601,2433.388579,1539.164063,1187.700583,899.9622991,991.9854532,1852.215437
Subject18,stair-down,3017.015058,4314.988853,4022.717679,3428.200524,5947.319997,6794.792266,2637.683383,2365.227936,2397.529258,2801.082562,4510.764956,6420.911299,1219.170542,1883.085757,1944.812662,2309.682428,4600.017083,3412.539633,2096.942203,4546.843471,3553.346555,1523.273932,2330.673282,2046.624528,2238.657776,1785.012259,2533.773892,829.2495378,779.7086831,857.1519022,2890.854646,5145.270041,5990.310135,11854.91039,17907.43387,14901.91999,6890.747703,10272.04073,9938.76086,7182.117449,8294.432708,7108.263852,8205.182831,11705.02169,9464.216425,13976.35153,15979.65598,15425.36362,2628.791755,4733.262784,5168.96858
Subject18,lateral-shuffle-left,880.2224404,2711.22836,1519.686801,1119.544386,3499.340511,1140.310706,484.7621526,1228.535276,705.0788782,1303.371525,2655.941293,1281.928843,1761.672402,2429.423988,2233.666187,2817.328061,4208.915631,2814.961344,2211.67917,3947.887488,2654.799017,2008.453791,2978.311056,2458.145416,831.2427118,1875.574912,1310.285888,215.6407029,406.5516185,378.5023891,3106.008202,12901.15242,10899.81281,11619.04647,20858.4148,17634.23082,4933.806063,14804.11277,9690.87037,6103.548057,16180.25962,15407.12384,8023.319492,19510.53954,14413.01209,6181.435243,12843.12007,9609.934945,1550.100833,3397.182897,4120.208539
Subject18,curve-left-spin-Lfirst,334.2740174,262.8761764,399.0455766,1229.42243,804.434184,438.8822279,497.5675716,504.0079604,417.276414,683.2999194,409.2121916,223.4338821,495.1643928,774.1094444,1399.54184,145.4513498,590.0985943,873.3831365,243.1780865,1123.818912,923.1864118,422.8171016,550.6491412,977.2165567,206.4585189,769.6446584,742.1722787,48.0152062,179.7348726,73.6806269,1726.554806,2658.36981,2908.728644,5727.14485,9730.536647,16964.7105,1106.647528,3719.494701,3182.013685,2663.263952,3759.018946,7300.719588,4116.676339,10710.17835,15117.4465,1380.703235,4184.751927,6458.59901,759.4277161,1112.669978,1072.515159
Subject18,stair-down,4737.995016,5592.820118,5123.843221,5083.941804,6003.099591,6018.850207,3944.662596,4639.175835,4026.423459,3311.77886,3401.709455,3925.915333,1210.066784,1906.011845,1605.569467,2356.255846,4137.46477,2919.15218,1869.844111,3441.193174,2388.116093,1300.769722,1957.146255,1609.918881,2376.083524,1988.043854,2731.423539,869.3622084,837.0530185,955.139719,2734.18416,4424.980095,4705.631823,10813.57126,17276.35689,13833.39368,6881.758468,8750.401691,6142.178773,7003.918393,7281.424895,6624.953813,6534.550794,10041.42298,8696.608247,13656.44042,14523.09752,14026.83002,3315.391798,4475.706053,3716.295162
Subject18,jump-one-leg,378.266612,4554.080817,3341.685992,1953.228193,6792.676359,8052.289834,209.6979237,4203.265076,5201.330844,813.941693,5779.545473,9572.834058,258.1977939,2558.412656,2813.28381,132.9089758,3314.170517,5223.283073,287.8204456,4560.453689,5014.271477,243.6985727,1908.267136,3107.039358,160.8748165,1869.918366,1575.24572,30.41219693,523.8508094,235.0815888,807.9329624,3823.161995,6289.091379,2353.119031,16103.32498,14664.99118,877.4415983,12453.34525,10076.24294,1831.850683,5213.450003,11464.16176,2500.595813,10605.26645,15195.73998,1250.416699,14147.52089,11830.61671,963.608106,2893.784939,5102.862256
Subject18,curve-left-spin-Rfirst,183.9584738,965.0614412,718.8546666,907.8731913,589.0547061,585.5423536,556.7593434,440.9771831,284.895551,941.1236702,304.6719138,214.8301588,829.6460609,1985.595775,397.9880265,1013.880012,1341.230751,386.3808955,1315.611899,1726.737502,310.3611078,784.2407495,1504.640819,351.1676868,2406.546171,1487.107955,47.33281805,511.9104947,492.0358747,78.07520685,3580.555417,5203.931438,1222.89875,10898.07197,17823.28025,5797.038569,7034.954985,5363.393239,1507.373378,4780.017759,7770.357901,2841.309075,6259.942552,11915.85247,5419.728639,8419.019586,13448.68916,2224.829226,1579.12207,1617.047369,1341.082562
Subject18,curve-right-step,631.2015589,608.0123487,484.2348047,1059.066068,756.057057,763.2314802,419.4553345,496.7472857,668.3824974,711.8849214,493.8123554,694.049772,742.7643058,1174.912079,950.3385909,997.7417765,1238.466903,1113.435199,1092.232486,1775.764689,1720.65797,731.1051593,940.9446279,908.1011372,2502.202197,2497.118737,2345.394092,698.0413065,740.6770804,649.1656838,2962.509857,1839.212138,479.3910394,8572.478424,11486.77709,9993.340907,7332.354739,8714.885244,7872.413361,5748.441394,8954.058617,6283.47077,6074.121449,7583.86724,6928.458312,12024.38595,14428.19462,11547.5695,1454.574247,1655.298681,1923.06311
Subject18,curve-left-spin-Lfirst,329.7444857,151.26489,521.9650641,1180.271105,986.2501106,641.5729639,558.3002922,555.9739228,497.4491541,851.3056917,385.898692,191.6530333,302.1309442,734.7563119,1284.319212,133.6500408,334.3701843,1217.632517,228.8982481,948.8826085,617.3024411,269.3664972,421.3349236,1060.024295,103.9496548,1257.701085,948.4613155,126.1844681,352.7256392,110.9472201,1257.952882,3037.007493,3492.625981,4242.933145,12671.22826,16561.31456,1205.121227,2776.408754,3825.979492,1851.365388,3618.886778,5746.944558,2491.442973,11081.67683,12629.29959,1246.75098,5760.741135,5678.96229,1077.307081,1236.301314,944.3029734
Subject18,curve-right-spin-Rfirst,204.7709937,694.6769243,855.7366219,222.0843348,465.380546,612.3862594,136.6797674,190.3477382,325.4078326,81.23786577,126.794549,214.099744,282.0213173,1015.20293,384.9266898,288.384631,792.2158751,123.8262028,392.2910255,691.7046138,265.335916,615.7646043,698.8977444,305.6595468,445.8029969,335.610516,99.27433579,67.8201037,116.6154043,26.27438282,1605.226278,3751.294841,1027.359619,4265.003781,6151.498772,3992.758991,1675.831251,2429.624906,853.0280457,3961.856216,3488.425387,1655.374151,3355.619473,6531.313586,3711.778559,6119.074458,2508.036274,1090.043708,939.8278212,1026.468148,872.1474086
Subject18,v-cut-right-Rfirst,205.1877981,1892.1238,248.4807611,1081.837013,2728.004071,332.4042726,488.2208442,1156.837144,430.0321141,158.2875669,536.9219641,229.4906891,2459.52268,2398.373518,141.6137555,1451.191861,3880.08246,117.4986445,1404.363264,3383.408324,231.9465812,1468.231029,1742.929218,113.6273277,2043.399978,858.7450872,104.6422223,545.1835695,269.4588802,65.44829608,2189.09905,7564.40093,436.6960502,13329.8658,16149.21348,1396.107761,6794.281709,14018.11262,1052.190953,10729.93707,7577.61057,1336.648402,9105.309123,12092.41979,1396.060921,9341.887601,14804.59943,1300.39149,1980.206568,2265.494237,1090.665569
Subject18,lateral-shuffle-right,1238.466508,1097.725772,1942.079602,1803.451796,1286.280128,2480.812731,1182.728702,463.4535995,936.4791293,552.9678951,730.7782898,1880.05301,2315.087251,1366.268352,3287.864463,1658.852769,1033.345435,3643.510388,1954.293776,1229.988941,4162.032467,1928.777768,1523.367369,2950.098293,1373.517561,1579.315941,1088.264473,394.9201759,408.0501304,508.1848458,4658.649644,4938.886226,11219.32327,19669.00819,11329.64101,20760.71396,8713.07991,4991.578398,13914.50786,10989.13091,5571.778317,16763.8943,14189.79573,8366.184447,18619.1731,9708.708518,7078.776702,13940.34998,2806.198111,1551.572322,4044.720768
Subject18,jump-one-leg,4225.196404,4535.452815,578.0901026,1933.216846,10174.44931,2270.894922,2195.448255,5299.42358,488.6467758,2031.193821,12878.10671,1132.051443,1266.556491,4415.106879,1464.16615,1211.158635,7674.048664,911.9300089,1794.992267,8758.172974,1152.965101,1064.613687,4797.445629,1272.229086,2231.801965,2015.637406,778.7321034,698.4145166,496.854967,160.4808779,1238.410053,8598.552936,170.0889315,5628.793595,23881.32691,9018.485257,7233.637911,18899.52656,4593.160981,3589.790781,15538.98602,3485.13442,5016.207965,19923.44327,9149.616705,5618.844912,21081.25249,4640.843511,1533.840643,5973.146078,2932.231706
Subject18,jump-one-leg,6261.992708,2547.817584,1474.931322,5507.776489,8138.709139,4390.081023,3245.137979,5314.843419,3732.759788,5591.593528,11394.01312,6368.412013,1213.300675,3806.573534,1188.337645,1894.337104,6543.18683,3064.136717,2593.685629,8196.752228,3472.409853,1224.539098,4002.555862,1447.396915,2193.002305,1630.039519,1251.789575,732.4164756,425.6237727,220.4330434,3341.328496,5868.723825,5784.077909,11952.73243,25593.82484,13018.87195,13219.82988,19066.81615,8566.966882,6088.544326,11879.29757,6208.511429,9207.827937,20435.94684,13395.92164,8721.950698,20510.99172,8517.891145,1241.998055,4128.085716,4233.564177
Subject18,lateral-shuffle-right,1417.154651,1802.910648,1515.342935,1696.949635,1908.171618,1236.237618,845.4647779,924.7223337,999.0321914,1482.28683,2235.209149,382.6079494,2691.89626,3888.715054,1186.200018,3355.740446,4406.661708,1139.349655,3141.144501,4505.521766,1293.66309,4150.930048,4118.42365,1018.813639,1031.835208,1143.08927,1176.60172,530.5041876,479.3108325,382.1298065,9042.375646,5800.704965,4344.084985,20979.66273,22630.0653,15649.32127,10346.40582,9938.472557,9863.415615,17294.67293,19642.8861,7425.998338,21576.3221,22174.98369,11436.36625,7832.151765,9716.256367,6941.187748,5041.533098,4733.435713,3859.38688
Subject18,curve-right-step,929.0173738,723.8521185,392.2987988,1394.190982,813.9795058,625.2476045,677.7148079,763.3234956,530.0145966,785.8487689,484.8543324,553.4210412,1080.872241,1526.382351,995.4491495,1500.850756,1817.834335,988.6968665,1934.338655,2169.498514,1180.839525,1084.575043,1123.138023,996.145869,2336.131626,2599.002741,2646.981372,663.4616587,734.6694249,795.0665424,5287.563721,6216.660287,3578.129676,10136.95098,13750.40565,8649.944037,8877.332835,10095.12582,9158.519015,10014.84519,10937.68422,6227.985391,8182.347454,10598.05919,7507.691225,13978.96233,15876.9855,10840.58928,2692.219778,1955.548851,1161.732485
Subject18,lateral-shuffle-right,1779.333911,2204.508626,2149.853685,1474.688739,2078.484349,3181.60182,672.801775,925.0028986,990.6185313,1569.34899,1533.12336,363.1098464,2711.457244,4868.780098,2821.070419,2832.282177,6100.553924,1897.578311,3136.380695,7381.679893,1619.601296,3043.410983,4645.517542,2332.452996,1341.648681,1207.939727,1263.616693,618.1050266,444.0358207,452.0956217,8495.821978,14234.9385,8085.732907,18090.6721,23738.14662,17029.45879,9519.536462,14555.38693,10696.13284,15481.30351,18646.85843,9875.327922,16707.20465,19859.5006,15428.94104,8345.66916,10571.36626,7416.428671,3716.180661,6394.394812,5592.619433
Subject18,v-cut-right-Lfirst,2716.11165,870.5152632,355.85812,3561.1843,1331.367814,218.7738737,762.3156217,1166.832238,276.7664327,2030.640974,1117.038867,626.2721452,343.2579656,1620.208201,385.8794123,1811.528262,2590.382481,200.2749717,1458.412158,3089.389805,220.1091154,447.2714141,1958.436728,206.2791393,1399.012614,1936.185349,340.1796279,373.681495,575.7691286,52.78691814,2547.908643,3734.824519,2405.960456,7868.514452,21133.80342,4496.405201,6083.163444,11377.27181,2503.371865,3458.084756,8380.517963,2126.865612,6058.702365,19134.11144,2892.898985,3164.354515,14797.99974,2349.540169,1468.363938,5576.539844,801.9089946
Subject18,lateral-shuffle-right,2067.88021,2232.675933,1022.151454,1790.433788,2554.139177,2257.721265,624.6632207,1192.529213,582.2069617,2202.089313,1972.858496,882.9069313,2871.262236,5165.035804,1053.583855,2701.205796,4301.541383,1630.63648,2058.256161,4216.83746,1185.472377,2618.868507,4145.163683,1064.888257,1288.243007,1385.249841,501.0882548,475.183285,497.2732782,228.9200142,8891.556104,14912.5132,5673.098636,17287.92202,24025.4725,12328.58062,11041.80252,13557.56864,3530.450258,15086.33636,17306.36942,7248.716681,17328.93905,21540.69501,12322.62416,7626.294284,9833.494254,2960.962364,3645.045395,5294.577597,2168.979012
Subject18,curve-right-spin-Lfirst,489.8334897,1915.260372,464.7105027,1156.151363,1285.080183,440.564973,324.9708294,576.4641769,366.9738499,504.3828567,399.1757646,237.6010366,289.6351571,1039.682275,876.6804694,254.364302,664.4055309,514.6203446,479.6883533,1231.228795,574.3557086,335.7192454,932.5965677,602.810435,386.1420883,991.5817372,917.0824728,50.29856689,244.9752075,206.3301297,906.7618827,2944.945849,2672.390466,3849.201396,10613.1039,8835.861887,1095.212134,5261.963217,2505.057809,2075.988964,2770.013598,3877.756972,4044.330782,6745.414031,6720.022289,1989.18635,7670.941877,7244.673537,1198.607679,1056.22631,1126.252664
Subject18,walk,569.1929813,599.5421028,721.6857209,455.1303016,693.3256392,634.0778078,296.936066,368.7039126,532.8006983,617.5506027,704.9506361,557.5097037,668.1928707,834.5276233,827.5022104,638.4193821,984.3989424,1041.949101,1032.681927,1579.821093,1786.880146,583.894946,753.0362756,906.7078127,2192.186706,2583.853924,2423.28562,422.6299439,421.3640197,328.6729619,2446.029412,3196.858079,3158.871734,6226.013815,10322.36416,9132.48166,5062.831731,6963.099754,8577.622691,2686.128622,6711.806201,5890.570999,4894.821432,6338.612691,7760.160615,6821.492324,14071.12555,11312.99921,1751.633996,1788.891439,1363.822439
Subject18,curve-left-spin-Rfirst,187.496662,1029.027933,1282.511064,886.2791572,695.5864785,1730.737971,646.8808635,302.7706665,375.6463612,922.6329969,454.0893766,386.207674,843.0441938,870.7209097,1284.888223,1008.009705,603.893504,1212.930744,1715.280055,1816.719263,1452.458973,886.6264754,628.0261861,1301.640781,971.0271191,1702.193662,80.19117183,259.4102881,398.3251723,151.0324606,1626.866847,1388.095715,2676.058255,8340.56892,10233.09784,7452.442604,6967.18743,7460.979394,4317.626625,3298.86779,7978.571099,2939.992383,4063.130996,8026.698923,5380.098999,3408.613836,13394.92595,4114.746975,733.6676322,1444.153941,1268.128378
Subject18,lateral-shuffle-left,469.4632027,2074.908015,2089.948118,2338.320078,3236.960485,1362.800888,615.3142897,877.6001456,866.2322264,1121.146575,2032.141884,752.5667381,1663.769564,2524.275851,2635.568028,1120.127628,3782.77906,3331.197011,1739.717637,3787.594864,2200.710274,1539.844691,3178.439303,2324.340473,665.2284072,1829.248062,2100.207409,174.3319862,496.9981075,489.8252322,1033.211546,10446.51606,7610.048223,9869.265951,18150.1812,14527.40868,4681.538993,11811.89317,9206.261186,6734.50764,14594.34723,13389.79797,10450.03953,14050.56231,13568.95937,6301.47305,12472.48688,10214.05928,1972.170594,3292.12483,2910.938558
Subject18,lateral-shuffle-left,2699.62007,1712.626678,1192.40912,2843.684185,2295.685582,2609.308379,765.5411275,832.4621452,901.3077649,2535.833934,2583.018267,608.0333529,1851.857073,2477.888378,3058.960693,2532.808371,3015.957115,2205.086471,2801.272745,2498.361341,1880.744653,1963.915585,2690.35868,2810.384152,1153.365719,1175.178843,809.6480272,479.9965355,382.5095362,331.461166,3243.022476,8235.721003,6212.943014,12276.80536,15338.31267,13857.11593,9515.654712,9985.774142,8037.987003,12511.37027,13757.61817,8383.676751,12712.18609,16385.36577,14407.77376,8983.928276,12990.66187,5762.734248,2529.397042,2482.099289,4035.008258
Subject18,stand,61.45005335,47.42917993,45.97010831,248.3585887,248.3151455,244.2841813,643.6414328,642.9653936,614.4848656,355.0317332,417.8524263,405.1545729,37.60952548,22.55839037,25.40212551,31.02888258,24.6951867,20.65422219,44.6807381,37.14056794,27.5050149,28.75900046,23.26341724,22.09407109,16.54100704,15.2038494,16.2548143,32.66472426,29.91558446,29.67623277,2.492759649,2.943601226,2.701991642,340.5852483,205.8016571,203.741285,160.6582573,146.3650727,136.5336174,1266.426072,1227.726897,1232.931828,857.9510035,936.9725328,1030.88619,1167.117273,1084.637431,1096.80256,958.8597259,943.7843034,1508.313659
Subject18,stand,180.5536589,189.7944222,164.5226839,189.2893035,171.0758264,170.2926454,85.51377235,84.94562974,92.07764728,221.8287036,177.3050198,183.4227387,31.40910561,33.60148876,36.21651622,24.50821725,21.64536632,27.52251247,51.65250778,41.67817527,41.87785269,31.10133787,37.89844405,30.67206038,23.19898287,17.47316738,20.83684374,37.65699829,30.82471337,35.48848145,2.781874285,2.414524255,2.637693442,210.4908295,205.4056861,274.8902222,134.9015287,111.8807486,134.2527355,1129.398653,1278.349263,1200.868024,918.2810547,839.9053058,905.8319273,1153.345806,1058.596521,1212.261377,964.2080023,730.9847651,1393.933132
Subject18,walk,994.2209335,636.6807285,608.6562663,1074.556667,810.39485,641.3208911,610.1966305,504.2275625,510.3208669,815.0308812,723.6697659,714.6951568,840.6226634,1113.751098,952.7548836,942.626266,1146.96704,960.120039,1813.885546,2053.750911,1404.912633,989.9317522,1014.719683,1066.462437,2488.097962,2521.141378,2725.693611,529.1133985,368.566196,331.5298258,2882.901493,3315.170291,2324.220033,9252.095873,11874.35817,9410.503558,6867.737943,8739.535767,7701.558984,6091.23613,7654.784324,3671.496961,6469.044216,9221.730147,7468.892845,13538.48914,15232.1442,9729.177496,2045.362187,2701.144801,1788.040136
Subject18,v-cut-right-Rfirst,449.5311916,1657.848288,108.5343301,1031.367822,2040.17927,362.7558037,385.6913884,798.5601909,624.2617801,132.184606,455.0122653,576.5088359,1743.211875,2492.549789,213.6603763,957.1497954,3927.130718,196.9882326,1557.496988,3533.46541,335.7108556,1255.084609,2208.946258,184.1275753,1937.439157,787.1729583,263.4087218,366.5369388,231.640258,53.36844044,2675.785586,7408.266618,655.7386757,11591.09776,15566.88432,1742.721089,7279.555768,15341.30431,1666.957603,9040.178211,7595.784145,1527.584789,8961.899208,11279.33645,1714.652347,9662.839477,10706.11011,1422.546597,2860.77614,3362.749055,1272.207752
Subject18,sit-to-stand,2402.69131,666.7008745,111.6884841,525.2356907,456.2156236,234.8264225,341.4188727,702.1372205,424.7606984,352.4718496,785.9176342,494.477585,469.6720491,199.9037117,80.54147195,880.2334101,257.3762975,61.30295558,906.71347,945.1018595,132.3136115,303.7195541,173.7145701,48.44327946,1058.599624,2031.148247,42.05736068,397.8517034,485.4114881,40.99996801,547.9403838,1980.030587,3.117186899,1963.064152,2588.206813,588.5731151,4160.531493,5865.225843,1266.113792,1524.715638,1354.223442,1248.523304,1868.634283,1924.193298,1078.384865,1826.002979,3747.565064,1343.939727,1248.646085,979.9994886,1137.393638
Subject18,v-cut-left-Rfirst,1191.055057,2493.675835,809.4575633,1635.819074,1394.022106,2364.471482,254.9651911,1075.374598,482.9621786,340.8522235,548.3570669,1245.615332,814.6564176,2710.348834,1698.044167,1108.872572,5079.776193,770.4752238,2128.537055,4737.416522,1686.116154,1205.15777,1597.173042,1460.471063,426.0165947,2043.262133,617.4045728,101.4428396,463.3656581,136.4359262,2615.93499,10919.26851,5843.522829,4771.674706,22047.24265,12522.14145,5700.756041,19774.4728,7004.365645,5033.800632,10146.19559,3474.851759,4601.597186,12001.94339,8643.767515,5591.47524,20958.35942,3561.567024,1480.981316,7124.417322,1854.745611
Subject18,sit-to-stand,3800.600251,314.190985,145.5673599,5489.863961,204.0360398,198.686328,4524.715275,315.5689372,273.7420187,6104.135547,505.2470315,441.9361561,819.7980507,158.4147093,34.36352205,1039.86806,76.88887893,28.25082348,1968.477516,227.1598812,54.0618843,570.9936255,97.07131709,33.31881854,3642.508293,155.1954853,45.89119891,770.4341608,48.8075005,38.46140221,2289.328579,511.1509017,217.049434,3661.721367,1896.153946,230.1199245,6726.391472,2146.690469,380.5827677,1880.269151,1483.182377,1237.4597,3728.20356,1770.70852,923.41984,3858.740221,1624.037403,1152.577179,1024.460149,1644.926003,1106.826457
