,Label,mean_1,mean_2,mean_3,mean_4,median_1,median_2,median_3,median_4,sd_1,sd_2,sd_3,sd_4,min_1,min_2,min_3,min_4,max_1,max_2,max_3,max_4
6032,curve-right-step,30101.31738,29241.81673,29352.40797,30101.31738,30000,29836,30740,30000,2429.020257,10581.42797,6867.980478,2429.020257,23767,61,64,23767,35812,54663,44648,35812
6033,stand,29170.69209,29323.6169,29434.00845,29170.69209,28618,29636,29229,28618,954.8565818,918.1708541,1061.236432,954.8565818,28293,28132,28161,28293,31045,31020,30988,31045
6034,stand,29189.69585,29238.99541,29120.78899,29189.69585,28636,29068,28955,28636,969.5228349,907.9644449,966.9039294,969.5228349,28149,28192,28076,28149,30857,30857,30785,30857
6035,jump-one-leg,25846.43132,34811.28493,27747.86849,25846.43132,27385,33316,25476,27385,5480.198789,10777.43682,20469.13627,5480.198789,15853,11901,62,15853,34724,60960,65412,34724
6036,curve-left-step,28975.12881,29653.02063,29222.5835,28975.12881,29015,31838,30291,29015,2411.927326,10749.98771,8321.675105,2411.927326,16802,63,63,16802,33572,53112,50196,33572
6037,run,30160.25836,30810.53687,31283.39171,30160.25836,29660,30126,32364,29660,7401.392508,12438.85428,11561.9055,7401.392508,16001,63,63,16001,51708,65416,65428,51708
6038,sit,29112.8015,29203.57463,29084.41045,29112.8015,28920,28938,28887,28920,853.640859,1017.589193,878.3846445,853.640859,28189,28137,28156,28189,30961,30912,30880,30961
6039,jump-one-leg,27440.11842,34658.95276,24555.42782,27440.11842,29009,33565,24073,29009,5428.984781,9268.727069,15432.5082,5428.984781,12910,13941,63,12910,35421,61360,65420,35421
6040,v-cut-left-Lfirst,28418.10058,29357.64479,25580.76834,28418.10058,28212,29140,28164,28212,1197.689702,7936.4053,11667.61768,1197.689702,26070,1039,68,26070,31150,48526,50874,31150
6041,walk,31073.25694,29290.53578,29976.91413,31073.25694,30867,31024,31405,30867,3268.838914,8821.124761,10194.61977,3268.838914,22840,62,63,22840,38520,59916,59504,38520
6042,lateral-shuffle-right,28052.65541,32882.25464,32206.3339,28052.65541,26664,35569,36016,26664,11859.38404,21642.71064,16372.99905,11859.38404,61,63,63,61,65404,65424,63348,65404
6043,curve-left-spin-Lfirst,29803.67771,25931.56156,15517.87988,29803.67771,29532,25564,15884,29532,1925.105952,3310.41387,9301.658701,1925.105952,26145,20811,66,26145,32985,32500,34483,32985
6044,stair-down,29921.67935,28726.22986,28693.20271,29921.67935,29892,30292,29749,29892,6103.422402,10708.14476,9399.885534,6103.422402,15581,64,3804,15581,48776,60832,52200,48776
6045,walk,29912.67582,29163.17749,30167.2882,29912.67582,29554,31600,31106,29554,1909.667192,9283.343056,9885.512038,1909.667192,25546,62,62,25546,35192,60677,59888,35192
6046,lateral-shuffle-right,29915.92346,29273.7127,31899.27004,29915.92346,31188,27357,32600,31188,8806.401816,20918.3667,18643.69339,8806.401816,62,62,63,62,51471,65422,65428,51471
6047,lateral-shuffle-left,35303.43976,26576.61654,31289.97444,35303.43976,32484,26245,31508,32484,9987.58397,23494.95077,17018.75228,9987.58397,928,62,3907,928,65144,65422,65416,65144
6048,stand,29365.75248,29026.71111,29179.39753,29365.75248,29101,28805,28769,29101,963.8311236,826.8589875,973.1381856,963.8311236,28160,27976,28112,28160,30953,30684,30977,30953
6049,sit-to-stand,29574.2175,29242.55362,28598.56858,29574.2175,29460,30445,28360,29460,1381.533774,3558.323152,1866.396504,1381.533774,27689,19700,25688,27689,32929,34809,33579,32929
6050,stand,29285.50329,29067.23279,29506.10492,29285.50329,28900,28784,29193,28900,975.4740812,875.1985987,966.9662996,975.4740812,28080,27872,28205,28080,30981,30703,31012,30981
6051,run,29873.00694,31508.26127,29166.37225,29873.00694,29966,31936,29498,29966,7025.928061,10828.44453,11835.14062,7025.928061,6721,63,62,6721,47337,54468,65416,47337
6052,sit,29178.80408,29141.52342,29196.18737,29178.80408,28812,28853,28964,28812,1003.971053,914.9496746,921.3211972,1003.971053,27916,28025,28072,27916,30960,30913,30973,30960
6053,curve-right-spin-Lfirst,28687.82128,35447.15924,36760.49257,28687.82128,28611,37814,34565,28611,1149.589808,5188.274682,7003.464506,1149.589808,26093,25592,27248,26093,30796,41708,54420,30796
6054,run,29903.89468,29430.68208,30483.0474,29903.89468,29252,30342,29337,29252,3490.346844,14794.47437,11635.6073,3490.346844,22174,62,61,22174,36700,65408,53648,36700
6055,stair-up,30158.35105,29424.05149,29672.3934,30158.35105,31044,30853,29372,31044,5890.634959,10578.63448,11943.95614,5890.634959,100,63,62,100,42921,65416,65420,42921
6056,stair-up,29946.19093,29893.41653,29449.22734,29946.19093,31905,31920,29812,31905,8666.757755,7750.374406,7777.134321,8666.757755,66,74,67,66,59604,41409,65424,59604
6057,curve-left-spin-Rfirst,29515.74304,16521.51709,33412.32479,29515.74304,28936,18990,33508,28936,2264.512924,12547.62438,7974.449605,2264.512924,26597,66,12667,26597,37888,34338,54697,37888
6058,stair-down,29848.06087,29992.1894,28714.53345,29848.06087,29729,30996,30376,29729,5825.59161,12361.43964,11344.31581,5825.59161,14624,67,1257,14624,43488,65408,59245,43488
6059,curve-left-spin-Rfirst,29796.22326,13491.21114,37458.77958,29796.22326,29684,14932,36860,29684,1629.227658,11527.68224,8178.438204,1629.227658,25994,64,19351,25994,33664,29161,56936,33664
6060,run,29646.24625,29007.54011,30764.80749,29646.24625,29388,30277,29560,29388,3182.185295,10734.86488,11508.43652,3182.185295,21536,64,61,21536,39264,51402,63865,39264
6061,v-cut-right-Rfirst,28441.85745,33539.69427,28025.09554,28441.85745,28264,33756,26046,28264,1521.595392,18763.40515,13092.72382,1521.595392,24588,64,64,24588,31660,65416,65420,31660
6062,run,30681.01754,31707.13472,29217.56407,30681.01754,29172,31872,30457,29172,10014.20712,14100.39995,14367.83552,10014.20712,68,62,62,68,63388,65416,65400,63388
6063,v-cut-left-Lfirst,27703.3944,30437.73333,27729.55484,27703.3944,27652,30849,28045,27652,4083.875179,6746.264296,11409.26953,4083.875179,20924,17405,592,20924,35473,49884,49884,35473
6064,stand,29385.15845,29170.97544,29278.3193,29385.15845,29480,28861,29393,29480,785.1541405,932.7408476,910.532432,785.1541405,28352,27984,28196,28352,30853,30717,30868,30853
6065,curve-right-spin-Lfirst,28535.17316,34205.16847,41824.39741,28535.17316,28508,34146,43192,28508,1595.612341,3652.88881,6494.279167,1595.612341,24498,28389,30068,24498,32168,40424,53192,32168
6066,curve-right-step,28552.94963,29769.11711,29054.7731,28552.94963,29509,30109,30057,29509,4994.384143,9119.83485,7834.810548,4994.384143,11716,62,63,11716,39824,65408,48280,39824
6067,curve-left-spin-Lfirst,28815.02108,27254.5976,17942.81682,28815.02108,29021,27328,19454,29021,1696.847762,2572.881517,13652.82209,1696.847762,24097,21887,64,24097,31684,31972,38916,31684
6068,curve-left-step,27006.01212,31746.22603,28938.17255,27006.01212,27890,30296,29408,27890,4638.464133,8818.600271,6691.441571,4638.464133,14499,7345,64,14499,39730,55172,45156,39730
6069,stand,29346.8785,29376.3814,29237.64651,29346.8785,29130,29110,28944,29130,1000.479347,933.9409133,965.9487688,1000.479347,28104,28304,28193,28104,30814,31004,30856,30814
6070,stair-down,29107.86364,28683.74585,30664.69258,29107.86364,27164,31116,31568,27164,6046.826934,13156.39945,12426.26796,6046.826934,17077,65,64,17077,46892,55734,65412,46892
6071,v-cut-left-Rfirst,30266.97046,24698.59579,28447.15789,30266.97046,30126,29181,24432,30126,1583.837422,12009.36289,17575.76505,1583.837422,27940,63,63,27940,37588,39780,65420,37588
6072,v-cut-right-Lfirst,27692.1875,28266.50346,36604.16166,27692.1875,28080,27244,35617,28080,1903.714804,3660.936501,16970.35551,1903.714804,24316,23340,64,24316,32244,40256,65421,32244
6073,jump-two-leg,29515.87469,29253.2549,25366.36765,29515.87469,29969,28549,20852,29969,3392.757987,3132.481223,16317.58851,3392.757987,20329,24973,66,20329,35276,40256,64056,35276
6074,lateral-shuffle-right,28800.96883,29134.72354,30837.31009,28800.96883,29296,24116,28300,29296,7911.982523,21288.49493,21915.15761,7911.982523,66,62,63,66,48572,65428,65420,48572
6075,jump-one-leg,28451.3343,30929.64058,25895.93623,28451.3343,31386,37369,28904,31386,5405.919975,14990.23436,19513.71257,5405.919975,15226,6142,62,15226,34892,53837,65419,34892
6076,sit-to-stand,28828.04237,30338.38028,27920.18028,28828.04237,28701,30270,27529,28701,926.8568444,4033.073583,3035.478583,926.8568444,27605,22524,18321,27605,31124,40993,37498,31124
6077,curve-left-step,28588.58142,30416.36673,28684.89522,28588.58142,29048,29541,28973,29048,3218.374336,9895.479578,7327.150365,3218.374336,10756,65,361,10756,32168,64172,48261,32168
6078,jump-one-leg,27554.31024,39844.18919,19534.89489,27554.31024,27796,37377,15340,27796,4469.359255,11145.69698,18098.89977,4469.359255,16673,17525,64,16673,34479,65417,65416,34479
6079,jump-two-leg,28478.93451,31795.61307,29361.19598,28478.93451,28296,29373,30680,28296,3782.055251,11142.74425,16133.00475,3782.055251,20567,15375,62,20567,37956,65416,65416,37956
6080,v-cut-right-Rfirst,29541.14493,34337.29837,27466.54611,29541.14493,29490,33558,29260,29490,1257.474013,8758.217082,13678.89582,1257.474013,24512,16576,63,24512,31972,55624,65421,31972
6081,curve-left-step,28514.25577,29581.81257,28683.05864,28514.25577,28680,29905,29392,28680,2205.962149,7589.867517,7785.836073,2205.962149,20542,65,66,20542,33509,45556,44672,33509
6082,lateral-shuffle-left,36706.02373,28227.63191,29226.90363,36706.02373,33164,34073,28077,33164,8996.788404,21626.10873,20528.15176,8996.788404,25396,62,61,25396,60724,65420,65420,60724
6083,jump-one-leg,24395.10513,34163.75959,26441.61637,24395.10513,21900,33345,21924,21900,7826.482863,7969.353138,25490.08568,7826.482863,10702,18967,62,10702,37344,51660,65423,37344
6084,v-cut-left-Rfirst,28889.49057,21846.30335,32450.05858,28889.49057,28636,27563,33728,28636,1049.867532,14394.94051,11652.14713,1049.867532,27251,65,63,27251,31600,46065,54828,31600
6085,v-cut-left-Rfirst,28732.18388,22042.17337,34660.03015,28732.18388,29784,20479,34580,29784,4912.799889,10996.54231,18266.55536,4912.799889,7500,62,62,7500,33088,38615,65420,33088
6086,jump-two-leg,28466.18677,29539.1124,35342.3876,28466.18677,30056,28616,31405,30056,4437.053485,2831.79979,8760.989382,4437.053485,19044,24217,24217,19044,34313,37192,65412,34313
6087,v-cut-left-Lfirst,29232.34818,28638.90101,28964.14545,29232.34818,29090,29369,31536,29090,1624.469604,3509.850387,10418.34849,1624.469604,25692,17913,65,25692,32696,34912,48890,32696
6088,curve-right-spin-Rfirst,32052.02184,36617.90315,27297.56901,32052.02184,29981,46097,27409,29981,5246.417477,18358.34094,3363.349526,5246.417477,26352,65,21637,26352,47993,55752,33878,47993
6089,curve-right-step,31159.72332,28259.92103,29568.07108,31159.72332,31604,30240,29320,31604,5792.415868,7912.07759,9366.88816,5792.415868,16881,62,62,16881,51124,45492,56800,51124
6090,v-cut-right-Rfirst,28654.19082,33870.60241,28141.36386,28654.19082,28752,31060,27467,28752,2216.010771,8871.715163,19112.73436,2216.010771,24992,20351,63,24992,35280,52180,65415,35280
6091,jump-two-leg,29404.02724,31440.77864,28864,29404.02724,29392,30061,27826,29392,1964.919927,5282.162611,19072.03281,1964.919927,23415,24980,62,23415,33556,48416,65422,33556
6092,curve-right-step,29214.93074,29100.74262,30047.03038,29214.93074,28396,29844,32385,28396,3425.451889,8520.510934,10208.13454,3425.451889,23120,64,63,23120,39972,50032,49895,39972
6093,v-cut-right-Rfirst,30034.36897,33585.75523,30930.23013,30034.36897,29748,31628,33144,29748,1634.327794,13985.76273,17193.17335,1634.327794,26948,63,63,26948,33588,56785,65404,33588
6094,curve-right-spin-Rfirst,30981.08,45785.62594,18581.72569,30981.08,28896,50524,21555,28896,5202.020623,11640.77476,9422.052543,5202.020623,25812,17576,66,25812,44501,61432,33571,44501
6095,sit-to-stand,29591.73697,29486.86525,28824.55792,29591.73697,29284,29085,28764,29284,2203.289167,3207.347591,2347.573415,2203.289167,24521,15639,25060,24521,35604,37564,33236,35604
6096,curve-right-step,28539.87143,29637.63247,29044.04193,28539.87143,30337,31107,30568,30337,6049.061556,8671.276359,9147.955327,6049.061556,7042,62,63,7042,40232,50088,44932,40232
6097,curve-left-step,27707.78857,29893.35022,30282.64871,27707.78857,28345,30305,31160,28345,7800.058078,6730.747497,7232.724739,7800.058078,63,63,63,63,50080,43604,45156,50080
6098,curve-left-spin-Rfirst,29015.31132,16063.91529,36783.83765,29015.31132,30164,18466,35188,30164,3928.532181,12082.36914,7251.614544,3928.532181,15300,63,18466,15300,33661,34946,55748,33661
6099,stand-to-sit,29420.41091,29543.2559,28833.96733,29420.41091,29438,29289,28922,29438,1828.440933,2503.307458,2158.126314,1828.440933,25916,24544,23248,25916,33559,34198,33186,33559
6100,curve-right-spin-Rfirst,36140.92997,37789,22640.69832,36140.92997,31170,40172,26472,31170,10409.93331,10761.2725,9313.997857,10409.93331,27209,66,65,27209,61284,60814,31756,61284
6101,v-cut-right-Rfirst,29591.55332,31886.86345,28813.94378,29591.55332,29244,29596,29589,29244,3975.359875,7410.407245,13748.96087,3975.359875,23322,20519,63,23322,43345,49208,65408,43345
6102,curve-right-spin-Rfirst,32646.99703,44040.40828,21348.84024,32646.99703,29863,38325,23420,29863,7214.594719,10697.06225,9262.140281,7214.594719,26621,31708,65,26621,59376,65292,38708,59376
6103,curve-right-spin-Rfirst,30319.42512,41852.24337,20293.02651,30319.42512,27980,46929,22506,27980,6234.47792,20723.71065,9588.476286,6234.47792,24432,3970,63,24432,45625,65420,31326,45625
6104,sit,29531.91603,29239.34601,29231.42205,29531.91603,29606,28938,29175,29606,972.7282999,971.3500786,892.5207808,972.7282999,28168,28192,28204,28168,30892,30904,30792,30892
6105,stair-up,30359.1144,29672.31655,29424.72182,30359.1144,31860,29813,30728,31860,7161.963614,10888.44454,10427.8602,7161.963614,67,66,63,67,47888,65432,65416,47888
6106,lateral-shuffle-right,30341.79122,31951.0757,27334.12351,30341.79122,30512,30924,27656,30512,7278.433801,19197.23885,20654.32217,7278.433801,15225,63,62,15225,51700,65416,65416,51700
6107,curve-right-step,30614.59798,28502.36397,28881.29963,30614.59798,30944,29782,29644,30944,5628.754118,7880.608279,9057.859016,5628.754118,12847,65,65,12847,49856,65408,55300,49856
6108,v-cut-right-Rfirst,27805.7261,33432.66495,31321.06186,27805.7261,27905,37896,30496,27905,3083.724054,16766.92248,9793.664791,3083.724054,17198,65,66,17198,33172,60292,49848,33172
6109,v-cut-right-Lfirst,29913.89068,31854.98876,27967.05778,29913.89068,29892,26784,28104,29892,1202.959159,10802.1535,14180.19994,1202.959159,26478,19898,64,26478,32324,65423,64232,32324
6110,jump-one-leg,26019.86091,37047.38038,23225.83732,26019.86091,27204,32748,20752,27204,4920.837385,13545.67328,21815.97444,4920.837385,17856,757,62,17856,38401,65416,65416,38401
6111,stand-to-sit,29602.42128,28623.76645,29390.55626,29602.42128,29404,28405,30301,29404,1707.594991,1982.053,5108.839486,1707.594991,25654,24730,15874,25654,33940,31938,42020,33940
6112,curve-left-step,27992.63309,29774.08982,30926.40838,27992.63309,28545,29212,30869,28545,9937.4025,10776.60561,9595.222194,9937.4025,63,67,62,63,54856,57499,65416,54856
6113,stand-to-sit,29242.38819,29410.99368,29388.55789,29242.38819,28903,29218,30024,28903,1324.490881,2211.492047,3359.001647,1324.490881,26962,25197,18124,26962,31844,34302,35596,31844
6114,curve-left-spin-Rfirst,29900.38389,12008.91726,38910.77069,29900.38389,29785,10444,37647,29785,1836.556377,11901.64404,8177.772249,1836.556377,21464,65,18765,21464,33108,41964,62056,33108
6115,lateral-shuffle-left,30801.39077,32132.36559,30414.76805,30801.39077,30866,34501,33386,30866,2410.496052,22517.27561,21801.09414,2410.496052,24475,62,62,24475,36332,65416,65424,36332
6116,curve-left-spin-Lfirst,29242.01786,26617.00254,16287.84478,29242.01786,28956,26948,18270,28956,1414.342527,1814.404135,10162.22215,1414.342527,26849,22473,68,26849,32852,30604,33521,32852
6117,walk,30979.90261,28974.79322,29525.17984,30979.90261,31084,30535,30565,31084,2311.228866,8670.077905,8624.409133,2311.228866,24308,63,62,24308,36976,46884,52868,36976
6118,stair-up,29054.48055,29088.30931,29241.31822,29054.48055,29678,30352,29401,29678,4920.369753,10745.87557,8739.141895,4920.369753,6626,62,63,6626,36784,65423,65416,36784
6119,sit-to-stand,29368.4938,29211.65361,28957.18557,29368.4938,29008,29608,28871,29008,1317.916607,2789.699266,1111.194906,1317.916607,27183,19528,26607,27183,34004,34970,31335,34004
6120,curve-right-step,31449.35283,27573.62709,29670.13358,31449.35283,30053,29145,30532,30053,4562.179999,8986.479049,9411.59112,4562.179999,25507,67,65,25507,49452,49148,53478,49452
6121,stair-up,28993.55109,29002.68117,28640.94728,28993.55109,29300,30756,30031,29300,4743.789104,10510.41915,10856.98231,4743.789104,10445,66,62,10445,40472,65424,65416,40472
6122,v-cut-right-Lfirst,27844.96252,34995.33268,26152.32283,27844.96252,27644,31848,25708,27644,1836.865855,11740.28782,12746.57648,1836.865855,24783,16882,64,24783,32420,65416,61824,32420
6123,curve-right-spin-Rfirst,43285.40314,21697.44125,27565.63185,43285.40314,36069,24889,28012,36069,13318.49919,8253.162172,2634.940177,13318.49919,28421,69,21991,28421,65420,30432,31680,65420
6124,curve-right-spin-Lfirst,28755.50442,34859.35099,39923.53642,28755.50442,28489,35076,38843,28489,2047.74971,2757.806422,6196.240692,2047.74971,25861,28900,30548,25861,34677,40744,52508,34677
6125,curve-right-spin-Lfirst,28367.55725,34157.04381,37882.88762,28367.55725,28383,34360,37092,28383,1332.211544,3660.833051,8188.851234,1332.211544,24857,27662,14706,24857,31208,41452,57432,31208
6126,stand,29102.2314,29242.20988,28864.65844,29102.2314,28704,29061,28501,28704,1018.920182,951.8014592,842.0849044,1018.920182,28098,28081,28201,28098,31004,30912,31048,31004
6127,curve-left-step,27619.1755,31044.89863,28885.21918,27619.1755,28417,30884,29359,28417,4064.811107,7783.315337,6835.81774,4064.811107,12002,63,64,12002,35556,61672,40668,35556
6128,stair-down,30759.83422,29239.46167,28973.7304,30759.83422,30077,30350,30012,30077,5332.597978,10776.12801,8588.311039,5332.597978,17449,133,4666,17449,51064,55704,48400,51064
6129,sit-to-stand,28884.9562,30379.93818,29566.18545,28884.9562,28813,30022,29394,28813,1028.794585,2852.982375,3496.072582,1028.794585,27586,24637,19126,27586,30912,35221,38956,30912
6130,curve-left-spin-Rfirst,29984.95575,14821.62914,36278.67991,29984.95575,29880,17916,34904,29880,1367.121325,9854.011161,10358.96204,1367.121325,27196,65,9325,27196,33370,27196,64600,33370
6131,stand-to-sit,29080.14122,30074.78476,28436.55429,29080.14122,29233,30368,28063,29233,1678.803694,1440.637414,2388.339653,1678.803694,25346,26277,23957,25346,33357,32521,33792,33357
6132,stair-down,30332.84269,28880.86397,28187.05331,30332.84269,29609,30196,30081,29609,5603.004792,12646.09785,8911.539116,5603.004792,12340,64,6119,12340,44476,61160,49473,44476
6133,v-cut-left-Lfirst,28572.7739,28734.19266,28662.48991,28572.7739,28032,29098,28397,28032,2727.452661,12466.36729,8958.693113,2727.452661,23453,66,62,23453,37584,57504,57485,37584
6134,curve-right-spin-Lfirst,28574.92424,36975.66739,35567.42117,28574.92424,28672,37972,30609,28672,2239.842451,4872.032808,9701.538211,2239.842451,23374,27164,18122,23374,35010,43391,53332,35010
6135,curve-left-spin-Rfirst,28879.09828,14341.59314,36902.95588,28879.09828,28290,16495,36672,28290,2321.725593,12077.85341,4793.946073,2321.725593,24020,65,23781,24020,33444,35168,47284,33444
6136,lateral-shuffle-left,33060.54448,30785.93721,27920.20827,33060.54448,32308,33476,28060,32308,8167.002758,25025.18716,20701.68907,8167.002758,23824,61,62,23824,65412,65424,65416,65412
6137,curve-right-spin-Lfirst,30822.46851,33744.32663,37507.81407,30822.46851,28616,33961,39336,28616,4219.749114,3210.381243,15032.75515,4219.749114,26277,27692,14384,26277,41664,40409,64736,41664
6138,curve-left-spin-Rfirst,28949.94416,14810.40506,37397.7519,28949.94416,29778,13612,35804,29778,3630.970866,9919.124855,9076.721861,3630.970866,15192,1370,13612,15192,32568,38030,62693,32568
6139,v-cut-right-Rfirst,30252.35102,27264.18941,35549.06925,30252.35102,30396,27303,37837,30396,3507.3946,4494.450022,19709.91443,3507.3946,21204,18566,63,21204,38772,38579,65424,38772
6140,run,29746.67627,29776.81063,30862.93577,29746.67627,30933,29044,28852,30933,5765.400703,13239.1352,12252.2104,5765.400703,15034,63,61,15034,40272,64196,65420,40272
6141,walk,29640.17773,29924.56257,29787.78396,29640.17773,30044,30576,31105,30044,4798.498472,7973.946096,10669.62675,4798.498472,9874,62,63,9874,42056,56436,64564,42056
6142,jump-one-leg,24672.95965,36344.87356,25739.36207,24672.95965,28281,33748,21761,28281,7888.223479,11127.3436,20121.83532,7888.223479,5102,23714,62,5102,34365,65424,65424,34365
6143,curve-left-spin-Rfirst,25132.87288,15898.07887,37535.95493,25132.87288,28972,17462,36545,28972,6908.011102,10441.77365,6606.868155,6908.011102,8358,68,25376,8358,31592,32576,52829,31592
6144,jump-two-leg,29425.05072,32035.7253,25421.4988,29425.05072,30376,29376,22218,30376,3013.032876,9935.619086,18176.39627,3013.032876,22737,20526,64,22737,34073,65420,65420,34073
6145,v-cut-left-Rfirst,29978.80372,24622.84948,29810.66598,29978.80372,29957,28644,30361,29957,1481.184795,11204.92305,17038.11133,1481.184795,26724,63,64,26724,33313,37444,65424,33313
6146,lateral-shuffle-left,29032.8248,33583.38089,27247.67833,29032.8248,30564,38077,21851,30564,9520.787118,18415.34693,19509.91739,9520.787118,65,62,61,65,56240,65423,65420,56240
6147,jump-two-leg,29147.68857,31902.96866,23841.77208,29147.68857,29298,29424,23120,29298,1886.400061,6959.189247,14819.02419,1886.400061,24592,23653,63,24592,33396,55972,60509,33396
6148,stand,28906.68317,29258.05911,29504.23645,28906.68317,28424,29153,29436,28424,935.0999992,887.6674777,954.1573978,935.0999992,28018,28096,28288,28018,30752,30844,30904,30752
6149,lateral-shuffle-left,32727.02285,30712.60134,30163.95168,32727.02285,31296,32261,33856,31296,5369.377803,19253.48949,17227.17566,5369.377803,19992,62,63,19992,52265,65420,65416,52265
6150,sit-to-stand,29836.3073,29572.83417,28461.93467,29836.3073,29520,30176,28276,29520,1536.517863,3898.050262,1619.263029,1536.517863,27862,12133,24684,27862,34529,35400,31866,34529
6151,stair-down,30586.85488,28908.74692,29187.49209,30586.85488,29296,28257,28572,29296,4829.059231,9845.442997,10217.38677,4829.059231,21948,4291,64,21948,48501,51000,53360,48501
6152,stand-to-sit,29002.88542,29129.58628,29209.96674,29002.88542,28704,28964,29108,28704,1045.246441,1416.080079,3792.865255,1045.246441,27310,26271,20377,27310,31109,32536,40628,31109
6153,curve-left-spin-Rfirst,30342.66667,13592.55024,36736.42105,30342.66667,30556,15206,36676,30556,1839.353755,9914.35016,5367.541456,1839.353755,26181,64,23736,26181,33748,29692,49997,33748
6154,jump-one-leg,28618.08255,33714.60941,25147.89412,28618.08255,29588,30201,18179,29588,4077.067766,10493.5413,20571.30164,4077.067766,14389,16718,61,14389,32768,58153,65408,32768
6155,jump-one-leg,28336.06553,35487.95884,22365.59564,28336.06553,28956,32600,21301,28956,4747.917187,8806.882566,18364.6095,4747.917187,14611,25836,62,14611,36420,60152,65416,36420
6156,curve-left-spin-Lfirst,28914.07527,27222.99732,16350.9571,28914.07527,29024,26878,14327,29024,2684.569924,2698.323916,10804.94942,2684.569924,25092,23236,65,25092,35656,33817,37732,35656
6157,sit,29766.82692,29414.44444,29256.65134,29766.82692,30120,29153,29440,30120,947.2219027,995.649526,988.3658021,947.2219027,28157,28208,28097,28157,31004,31049,30973,31004
6158,v-cut-left-Rfirst,29174.03913,25515.12364,27930.72017,29174.03913,29394,30820,24247,29394,1499.7418,12209.38746,15766.61101,1499.7418,26453,63,63,26453,31564,39250,65416,31564
6159,walk,29859.58848,30585.26824,29709.24152,29859.58848,30452,31712,31024,30452,4121.734642,8169.924054,10199.38845,4121.734642,16136,65,64,16136,39084,63752,57308,39084
6160,curve-right-step,31373.99815,27584.47641,30266.56614,31373.99815,30492,29120,30886,30492,5890.100483,7699.177445,7418.441369,5890.100483,21628,63,61,21628,56220,44381,45256,56220
6161,curve-left-step,28161,30492.06359,28455.0041,28161,29016,31676,29112,29016,3535.770082,8047.177894,8450.630684,3535.770082,17700,63,64,17700,33436,42777,48896,33436
6162,jump-two-leg,29339.70277,29659.37688,26976.34171,29339.70277,29620,29348,25857,29620,2638.947976,2439.208017,13179.77859,2638.947976,23629,25140,63,23629,36980,36564,58976,36980
6163,sit,29139.34644,29531.07108,29223.86765,29139.34644,28702,29582,29005,28702,1028.351591,855.5283508,911.7851525,1028.351591,28085,28169,28104,28085,30928,30745,30992,30928
6164,v-cut-right-Lfirst,27823.49801,35263.82903,23949.1173,27823.49801,28073,31760,18549,28073,2643.848428,10146.09058,17086.45858,2643.848428,22615,24623,63,22615,33300,65420,65420,33300
6165,jump-two-leg,29677.05789,33334.8189,20921.00262,29677.05789,29683.5,29564,16612,29683.5,2495.727565,12221.13601,13226.53388,2495.727565,21552,21301,62,21552,34736,65424,65416,34736
6166,jump-one-leg,25317.42998,34978.23775,26523.07843,25317.42998,26941,35873,23284,26941,7544.233969,5475.605788,20637.85312,7544.233969,6399,20460,62,6399,36072,43712,65416,36072
6167,stair-up,30066.74022,29893.47523,28980.25262,30066.74022,31253,30628,29597,31253,8177.170616,8280.151016,9267.596682,8177.170616,199,63,65,199,59948,64565,65416,59948
6168,stair-down,28539.99094,28891.58009,29738.61086,28539.99094,29895,31988,32084,29895,10236.69444,12027.81743,11084.39567,10236.69444,65,63,68,65,65420,52429,49484,65420
6169,walk,30430.48512,29718.77753,28724.17401,30430.48512,30308,31090,29490,30308,4228.948307,8203.593951,9471.28955,4228.948307,8635,62,62,8635,40197,49696,53268,40197
6170,stair-down,32090.35213,27994.99723,28589.98153,32090.35213,30609,30133,29081,30609,5691.650776,10235.08168,9242.990626,5691.650776,19612,64,116,19612,49628,49976,50357,49628
6171,stand,29139.26887,29092.83568,29907.85915,29139.26887,28750,28653,30329,28750,884.1519022,951.778745,934.2892864,884.1519022,28089,28181,28289,28089,30673,31044,31012,30673
6172,sit,29527.175,29006.05486,29454.74813,29527.175,29354.5,28864,29268,29354.5,1198.574611,945.1116109,919.5793951,1198.574611,28134,27632,28173,28134,31988,31228,30900,31988
6173,curve-left-spin-Rfirst,29533.72629,17419.8172,34670.15054,29533.72629,29276,20056,34212,29276,1284.837004,10424.28065,6324.007362,1284.837004,24735,497,14944,24735,31608,37535,47239,31608
6174,stand-to-sit,29372.25,29603.82581,29018.17634,29372.25,29321,29080,29103,29321,1967.939365,1798.274293,3248.520688,1967.939365,24929,27077,15343,24929,33569,34085,35461,33569
6175,curve-left-spin-Lfirst,26619.84857,28861.61254,16322.0057,26619.84857,26087,30121,13404,26087,2341.199912,3911.284923,13056.29039,2341.199912,22881,22984,65,22881,31674,35176,42556,31674
6176,walk,30859.09702,30052.087,29661.7489,30859.09702,31040,31070,31240,31040,6499.313687,7398.735122,11329.15769,6499.313687,949,63,63,949,52449,44776,62272,52449
6177,jump-two-leg,28904.99257,32291.86667,25959.04198,28904.99257,28386,29137,25760,28386,4465.429781,7449.567446,16211.35628,4465.429781,22872,24825,65,22872,42924,57920,65424,42924
6178,curve-right-step,29845.11481,29663.94846,29218.74148,29845.11481,29637,30446,30516,29637,3012.191618,10023.20055,7489.164473,3012.191618,24231,63,61,24231,37140,55132,45192,37140
